class;cap-diameter;cap-shape;cap-surface;cap-color;does-bruise-or-bleed;gill-attachment;gill-spacing;gill-color;stem-height;stem-width;stem-root;stem-surface;stem-color;veil-type;veil-color;has-ring;ring-type;spore-print-color;habitat;season
e;8.3;f;y;y;f;;;w;6.33;25.1;b;;n;;w;t;e;;d;w
e;3.98;f;s;w;f;d;d;w;3.73;6.12;;;w;;;f;f;;m;a
e;7.37;x;h;y;f;p;;y;5.3;14.05;;;y;;y;t;;;d;u
p;6.85;x;t;n;f;x;c;y;6.38;12.37;;;y;;;f;f;;d;a
e;4.54;x;s;n;f;p;;n;5.08;11.84;;;e;;;f;f;;d;u
p;7.66;x;g;n;f;e;;w;8.55;14.98;;y;w;u;w;t;p;;d;a
p;3.09;x;y;l;f;s;c;u;4.96;6.37;;y;w;;;t;e;u;d;u
p;0.81;x;;o;f;d;;o;5.76;1.16;;;y;;;f;f;w;g;a
p;7.35;f;;w;f;x;c;w;9.55;10.06;r;i;w;;;f;f;;h;a
p;2.98;b;;n;f;a;;k;9.0;2.55;;;n;;w;f;f;k;g;a
p;10.09;x;t;n;f;a;d;w;9.79;28.65;;;w;;;f;f;;d;a
e;1.56;x;s;n;f;a;;w;5.36;1.74;;t;y;;;f;f;;h;a
e;7.45;s;l;w;f;d;;w;3.43;8.02;;;w;;;f;f;;d;a
e;9.06;x;h;y;f;p;;y;7.7;16.23;;;y;;y;t;;;d;a
p;8.95;f;;w;f;x;c;w;9.97;10.6;r;i;w;;;f;f;;d;a
p;3.4;b;y;n;f;;c;u;6.03;4.53;s;s;w;;;f;f;;d;a
e;2.9;b;g;w;f;x;d;w;4.42;3.09;;;y;;;f;f;;g;u
p;19.21;s;k;w;t;d;d;n;7.48;28.9;;;w;;;f;f;;d;w
p;2.74;f;w;o;t;d;c;n;3.29;5.34;;;n;;;f;f;;d;u
p;4.31;b;t;n;f;x;c;p;7.25;5.67;;i;n;;;f;f;;d;a
p;8.88;x;g;n;f;e;;w;8.65;15.99;;y;w;u;w;t;p;;d;u
e;9.02;s;;y;f;a;c;w;7.28;17.38;;;g;;;f;f;;d;u
p;2.13;f;;w;f;a;c;n;2.85;3.41;;i;w;;;f;f;;p;a
p;17.44;f;k;w;t;d;d;n;6.6;25.48;;;w;;;f;f;;d;u
p;3.93;o;s;g;f;f;f;f;0.0;0.0;f;f;f;;;t;f;;d;w
p;7.13;f;h;e;f;x;d;w;5.88;18.28;b;;w;;;f;f;;d;u
e;18.45;x;d;o;f;p;;n;15.89;35.11;s;y;w;;;f;f;;d;a
p;3.9;f;;u;f;a;;w;5.74;8.12;;;y;;;f;f;;d;u
p;5.08;x;h;o;f;a;c;n;5.06;6.55;;y;o;;;t;z;;d;a
p;3.88;f;y;w;f;e;c;w;4.14;3.29;;k;w;;;t;e;;d;a
e;9.67;x;s;y;f;d;d;w;9.61;16.86;;i;n;;;t;;w;d;w
p;10.77;x;e;n;t;p;;o;9.5;29.56;;;u;;;f;f;;d;u
e;10.61;x;;n;t;;;w;10.78;18.21;b;;w;u;w;t;g;;d;a
e;4.39;x;;l;f;a;;r;5.69;7.16;;;w;;;f;f;;l;u
p;5.92;b;s;g;f;;;k;8.92;11.62;;s;w;;;t;z;;g;s
e;1.41;c;g;n;f;a;;g;4.99;1.25;;;g;;;f;f;;d;u
e;2.99;f;s;w;f;d;d;w;2.9;5.21;;;w;;;f;f;;m;a
p;3.13;o;;g;f;f;f;f;3.53;16.79;;g;g;;;f;f;;d;a
p;6.77;b;t;w;f;e;c;w;12.52;11.63;;y;w;u;w;t;e;;d;a
p;6.93;s;t;n;t;d;;g;4.69;12.91;;t;g;;;f;f;;d;a
p;7.67;o;t;n;f;;c;y;1.43;13.32;;;y;;;f;f;;d;w
p;5.79;s;d;y;f;d;c;o;3.91;6.9;;;o;;;f;f;;d;u
p;1.3;p;t;n;f;a;c;g;6.62;2.27;;t;y;;;t;e;;m;s
p;1.48;x;g;n;f;d;d;n;2.04;2.47;;s;n;;;f;f;;d;u
e;2.81;x;;y;f;a;c;o;3.68;8.4;;;w;;;f;f;;d;u
e;10.36;x;h;n;t;p;;y;7.7;22.49;;;n;;;f;f;;d;u
p;3.05;x;;p;f;x;;w;4.4;5.86;;;w;;;f;f;;d;a
p;10.4;x;;g;t;x;;u;9.55;19.64;s;;u;;u;f;f;;d;a
e;8.74;f;;p;f;x;c;w;9.13;21.53;;s;w;;;f;f;;d;u
e;8.35;x;s;y;f;a;d;w;10.73;16.99;;i;n;;;t;;w;d;w
p;6.74;x;t;e;f;x;;w;14.38;8.09;r;g;n;;;f;f;;d;a
p;1.58;x;k;n;f;;;n;3.56;1.35;;;n;;;f;f;;d;u
e;5.84;p;s;w;f;e;c;k;5.53;12.12;;;w;;w;t;e;;m;u
e;12.44;x;e;y;f;x;c;w;7.21;24.22;;;w;;;f;f;;d;a
e;16.2;x;e;n;t;e;;w;11.18;17.78;;;w;;;t;;;d;a
e;6.02;x;s;b;f;x;c;w;6.8;9.91;;s;n;;;f;f;;l;a
p;2.41;s;w;o;t;d;c;y;3.13;5.43;;;n;;;f;f;;d;u
e;10.23;s;t;o;t;d;c;o;6.63;18.03;;;w;;;f;f;;d;u
p;4.04;o;;w;f;f;f;f;6.02;29.21;;g;w;;;t;f;;p;a
e;8.15;x;d;n;t;p;;y;7.31;12.77;;;y;;;f;f;;d;a
e;1.22;x;t;n;f;a;;w;5.06;1.92;;t;y;;;f;f;;h;a
e;3.07;x;s;w;f;d;d;w;2.86;5.87;;;w;;;f;f;;g;a
p;9.14;f;;y;f;x;c;y;6.92;11.14;;;w;;;f;f;;d;a
e;7.37;f;s;n;f;s;;y;8.88;11.84;;t;o;;;f;f;;d;a
e;4.87;o;l;n;f;f;f;f;7.31;55.33;;;n;;;f;f;g;l;w
p;3.64;b;h;n;f;;;n;9.02;6.4;;;w;;;t;;k;g;a
e;10.31;p;s;w;f;e;c;k;14.04;11.56;;s;w;;;t;e;;d;a
e;9.16;x;h;n;t;p;;y;7.97;22.91;;;n;;;f;f;;d;u
e;6.78;x;;y;f;e;;w;6.04;12.42;b;;y;u;w;t;g;;d;a
e;1.49;f;w;g;f;;d;g;4.86;2.04;;;w;;;f;f;;g;w
p;0.91;b;g;o;f;;c;n;5.07;2.73;;;n;;;f;f;;d;s
e;14.92;f;s;k;f;a;d;k;6.79;24.04;;;w;;;f;f;w;d;a
p;7.9;x;y;w;t;;;g;9.29;16.84;s;;w;;;t;l;;g;a
p;8.2;s;d;e;t;d;c;y;6.27;8.4;;;e;;;f;f;;d;u
p;7.37;x;;y;f;s;d;y;6.79;14.42;;i;y;;;f;f;;d;a
e;9.46;x;d;b;f;d;d;o;6.67;12.95;;;w;;;f;f;;d;w
p;7.85;x;e;n;f;a;;n;9.62;13.9;s;;n;;n;f;f;;d;a
p;3.37;x;k;n;f;s;;p;4.35;3.31;;;n;;;f;f;p;g;u
p;6.56;x;y;y;f;a;c;y;8.9;10.1;;y;y;;;t;;;d;a
e;6.19;b;h;k;f;s;d;w;4.29;9.33;;s;g;;;f;f;;d;a
e;3.77;s;w;y;f;f;f;f;4.94;14.57;;;y;;;f;f;;d;a
p;1.61;x;g;n;f;d;d;n;2.19;2.51;;s;n;;;f;f;;d;a
p;0.71;x;g;y;f;;;y;3.37;0.82;;;w;;;f;f;;d;u
e;11.76;x;s;u;f;x;;n;7.46;25.13;;;w;;;f;f;;d;u
e;7.31;f;s;n;f;s;c;w;5.51;10.77;b;i;w;;;f;f;;g;a
p;5.83;x;e;e;f;a;;n;8.04;9.51;;;y;;w;t;z;;d;a
p;6.57;s;t;n;f;x;c;y;5.62;14.4;;;y;;;f;f;;d;a
p;11.32;s;t;r;t;d;c;b;4.52;23.02;;;n;;;f;f;;l;u
p;2.89;c;;w;f;a;c;n;3.8;3.55;;i;w;;;f;f;;p;a
e;5.31;f;h;g;f;s;d;w;3.84;9.24;;s;g;;;f;f;;d;u
e;4.18;s;d;u;t;d;c;p;5.06;5.96;;;n;;;f;f;;d;u
e;6.83;c;h;n;f;e;;w;13.67;14.01;;s;n;u;w;f;f;;d;a
p;12.1;x;h;n;t;p;;o;7.14;25.67;c;;y;;;f;f;;d;u
e;8.91;s;t;w;t;d;c;o;5.73;16.5;;;w;;;f;f;;d;u
p;5.46;x;d;n;f;a;c;n;5.93;6.26;;i;y;;;t;;;d;u
e;7.07;x;d;n;t;p;;r;6.87;14.62;;;e;;;f;f;;d;u
p;0.99;x;g;w;f;a;d;w;3.32;1.6;;;n;;;f;f;;l;u
p;16.05;x;h;n;f;s;;y;9.22;18.3;;i;n;;;f;f;;d;a
p;3.35;b;;n;f;a;;k;10.55;2.89;;;g;;w;f;f;k;g;u
p;3.36;b;y;n;f;;c;w;5.32;4.46;s;s;w;;;f;f;;d;a
p;8.77;x;e;n;f;a;;n;11.35;14.11;s;;n;;e;f;f;;d;a
p;3.11;o;;w;f;f;f;f;5.68;31.33;;g;w;;;t;f;;p;a
e;15.26;f;;w;f;d;c;y;2.68;18.6;;;w;;;f;f;;d;w
e;23.53;f;s;k;f;a;d;k;6.0;25.63;;;w;;;f;f;w;d;a
e;8.96;f;g;o;f;s;;y;10.01;12.68;;i;n;;;f;f;;d;a
e;6.04;b;h;k;f;s;d;g;4.43;9.79;;s;g;;;f;f;;d;u
e;9.43;f;s;u;f;a;c;w;4.44;16.66;;;w;;;f;f;;d;a
e;4.34;x;t;n;f;a;d;w;6.22;5.31;;k;n;;;f;f;;d;s
p;3.67;x;t;y;f;a;c;y;5.78;6.63;;g;o;;;f;f;;g;a
p;5.26;x;i;e;f;e;;k;5.9;6.44;;;y;;;f;f;;m;a
e;2.91;x;;u;f;;d;u;6.61;5.09;;;w;;;f;f;;d;a
e;1.22;c;g;n;f;a;;g;4.43;1.2;;;g;;;f;f;;d;u
e;6.17;x;;w;f;e;;w;6.21;12.72;b;;w;u;y;t;g;;d;u
p;1.84;f;i;l;f;a;;p;3.87;2.42;;;w;;;f;f;p;g;a
p;8.78;f;y;y;f;s;c;y;9.19;19.66;;y;y;;;f;f;;d;a
e;8.29;x;t;n;f;p;d;y;8.14;13.85;;s;n;;;f;f;;g;u
e;17.1;x;e;g;f;d;c;w;8.73;26.37;s;;w;;;f;f;;d;a
p;5.59;b;k;n;f;d;c;n;5.65;6.38;;i;y;;;t;;;d;a
e;5.85;f;h;k;f;s;d;g;5.24;10.08;;s;g;;;f;f;;d;u
p;2.94;f;t;n;f;;;n;9.2;3.23;;;y;;;f;f;;g;a
e;13.32;p;s;n;t;e;;n;9.66;17.58;s;;w;;;t;r;;m;u
p;14.82;x;k;w;t;d;d;w;6.93;25.53;;;w;;;f;f;;d;a
e;5.56;x;y;n;f;e;c;n;3.77;12.23;;;w;;;t;r;;w;a
p;1.16;x;i;k;f;a;;w;3.01;2.3;;;w;;;f;f;p;g;u
p;3.69;f;k;n;f;p;;n;3.56;5.28;;k;n;;;t;f;;d;u
p;4.88;b;y;g;f;;;w;10.46;12.09;;s;w;;;t;z;;d;s
p;8.36;x;s;r;t;s;d;w;6.52;15.9;r;i;n;;;f;f;;d;u
e;6.35;x;y;n;f;e;c;w;4.72;9.37;;y;n;;;f;f;;d;a
p;6.87;s;;n;t;d;c;p;6.29;7.23;;;e;;;f;f;;d;a
p;5.04;s;;n;t;d;c;w;5.16;4.68;;;n;;;f;f;;d;u
p;3.32;x;i;e;f;;;e;3.59;5.11;;;e;;;f;f;n;d;a
e;3.68;x;;y;f;a;c;o;3.34;7.41;;;w;;;f;f;;d;a
e;7.36;x;;y;f;e;;w;5.68;11.79;b;;w;u;w;t;g;;d;a
p;5.47;s;d;o;f;d;c;y;3.46;6.44;;;y;;;f;f;;h;u
e;4.58;f;g;g;f;a;d;g;5.29;3.53;;s;n;;;f;f;;d;a
p;3.65;x;t;l;f;s;c;u;5.45;7.04;;y;l;;;t;e;u;d;a
p;4.15;b;t;n;f;;;n;7.59;5.48;;;w;;;t;;k;g;u
p;3.73;x;y;n;f;a;;w;5.34;3.39;;y;n;;;t;r;;h;u
p;7.45;s;d;n;t;d;c;y;7.09;10.22;;;n;;;f;f;;d;a
e;7.34;x;t;n;f;p;d;y;6.54;13.68;;s;n;;;f;f;;g;a
e;9.47;f;s;w;f;s;c;w;6.82;26.37;;;w;;;f;f;;m;u
p;4.28;b;s;y;f;;c;r;9.8;8.15;;;y;u;w;t;z;k;d;a
e;11.33;p;s;w;f;e;c;k;26.72;14.05;;s;w;;;t;e;;u;w
e;17.26;f;y;n;f;;;w;20.81;19.82;s;;n;;;t;m;;m;a
p;6.88;p;y;w;f;;;k;14.29;15.96;;;w;;;f;f;;d;a
p;5.59;c;i;y;f;;c;n;6.83;7.66;;;w;;;f;f;;d;u
e;9.77;s;e;n;f;a;c;w;8.36;26.48;s;;w;;;f;f;;d;a
e;5.37;x;h;g;f;a;d;n;5.74;4.88;;t;w;;;t;l;;d;w
p;5.54;f;k;y;f;p;;n;4.32;6.01;;k;n;;;t;f;;d;u
e;11.09;x;s;u;f;x;;n;7.58;24.69;;;w;;;f;f;;d;a
p;4.51;f;l;y;f;x;d;n;5.36;4.85;;;n;;;f;f;;l;a
p;0.69;x;g;o;f;;;y;3.58;0.75;;;w;;;f;f;;d;a
p;6.04;x;w;e;f;x;;w;12.05;7.46;r;g;n;;;f;f;;d;u
p;4.37;s;w;u;f;a;c;u;7.09;6.15;;s;u;;;f;f;;l;a
p;10.46;x;t;n;f;a;d;w;10.75;27.97;;;w;;;f;f;;d;u
p;2.48;s;s;w;f;d;c;w;3.03;7.24;;;w;;;f;f;;g;a
e;7.06;f;g;n;f;s;;y;8.89;11.92;;i;o;;;f;f;;d;a
e;6.68;x;h;y;f;p;;y;7.08;14.75;;;y;;y;t;;;d;u
e;7.57;x;s;n;f;e;c;w;5.64;9.28;;i;n;;;f;f;p;d;s
e;3.62;f;s;w;f;d;d;w;3.58;6.12;;;w;;;f;f;;g;a
e;3.34;f;s;w;f;d;d;w;3.74;5.95;;;w;;;f;f;;m;a
e;16.26;x;e;n;f;a;c;w;7.77;24.19;s;;w;;;f;f;;d;a
e;9.75;p;y;w;f;e;c;p;12.04;11.69;;s;w;;;t;e;;g;w
e;8.9;x;d;w;f;s;c;w;6.64;28.65;;;w;;;f;f;;m;s
e;10.56;f;e;b;f;;c;b;4.98;20.19;;;w;;;t;f;;d;a
p;2.64;x;;n;f;x;c;p;7.67;3.95;;;p;;;f;f;;l;u
p;5.44;b;k;n;f;a;c;n;5.35;5.8;;i;y;;;t;;;d;a
e;11.22;s;;w;t;d;c;w;5.22;24.13;;;w;;;f;f;;d;u
p;11.3;x;h;o;f;e;;w;15.69;16.34;s;y;w;u;w;t;g;;d;u
p;3.19;x;d;w;f;a;d;p;2.89;2.41;;h;w;;;f;f;;g;a
p;5.62;b;s;n;f;;;w;12.27;13.16;;s;w;;;t;z;;g;s
p;1.38;x;;n;f;;;n;4.69;2.5;;s;n;;;f;f;k;g;u
p;2.23;f;i;k;f;a;;w;4.44;2.63;;;w;;;f;f;p;g;u
e;8.44;x;t;n;f;p;d;y;7.16;12.05;;s;n;;;f;f;;h;u
e;11.42;f;s;n;f;x;;n;7.43;21.42;;;w;;;f;f;;d;u
p;3.93;b;h;n;f;;;n;9.29;6.45;;;w;;;t;;k;g;w
p;3.89;f;;u;f;a;;w;4.18;6.59;;;y;;;f;f;;d;u
e;12.47;x;s;e;f;a;d;w;10.58;17.29;;i;n;;;t;;w;d;w
e;3.24;b;g;n;f;x;d;w;4.88;3.1;;;y;;;f;f;;g;a
p;9.63;x;k;w;t;d;d;n;5.7;25.58;;;w;;;f;f;;d;a
e;6.75;f;s;n;f;x;c;w;7.15;10.48;;s;n;;;f;f;;l;a
p;5.63;b;y;n;f;;;w;10.96;12.33;;s;w;;;t;z;;d;u
p;1.2;s;s;y;f;f;f;f;3.47;5.32;;;y;;;f;f;;d;a
e;1.09;x;g;n;t;a;;p;5.34;1.02;;;n;;;f;f;;d;a
p;4.47;s;k;n;f;p;;n;2.77;4.74;;k;n;;;t;f;;d;u
e;7.2;x;;g;f;a;;w;7.06;13.18;;;g;;;f;f;;g;a
e;6.53;x;y;n;f;e;c;w;6.52;10.63;;y;n;;;f;f;;d;a
e;3.66;x;t;n;f;p;;n;4.88;10.93;;;e;;;f;f;;d;a
p;3.41;f;d;n;f;x;c;y;4.46;2.63;b;s;n;;;f;f;;d;a
e;3.49;s;;n;f;f;f;f;6.69;7.54;;;y;;;f;f;;d;a
e;6.31;x;w;y;f;f;f;f;4.75;11.97;;;y;;;f;f;;d;u
e;9.37;x;h;n;t;p;;n;6.89;16.68;;;n;;w;t;p;;d;a
e;4.79;x;;n;f;x;c;w;7.96;8.27;b;;n;;w;t;;;d;s
e;5.03;f;h;n;f;a;d;y;6.54;5.63;;s;n;;;f;f;;d;a
e;9.75;x;t;n;t;p;;y;10.05;23.22;;;n;;;f;f;;d;a
e;5.69;x;;y;f;a;c;o;3.93;10.64;;;w;;;f;f;;d;u
p;0.73;b;t;y;f;;c;k;2.9;2.26;;;n;;;t;f;;g;a
p;3.68;s;w;u;f;a;c;g;6.7;7.15;;s;u;;;f;f;;l;u
p;4.07;s;d;w;f;d;d;w;4.13;2.79;;h;w;;;f;f;;g;a
e;3.72;b;g;w;f;x;d;w;4.54;2.91;;;y;;;f;f;;g;a
e;2.64;f;y;n;f;d;d;p;6.63;3.24;;i;n;;;f;f;;h;a
p;11.96;f;;g;f;e;;w;10.95;14.16;;;w;u;w;t;g;;d;a
e;5.53;f;;n;f;x;c;n;7.43;4.48;;;w;;;f;f;;d;a
p;9.22;s;;o;t;d;;o;5.09;12.44;;;w;;;t;f;;d;a
e;6.3;b;h;g;f;s;d;g;4.62;9.61;;s;g;;;f;f;;d;u
p;6.34;o;k;n;f;;c;y;1.38;13.05;;;y;;;f;f;;d;w
e;14.63;x;e;n;t;e;;w;9.78;16.79;;;w;;;t;;;g;u
e;6.99;x;;y;f;e;;w;5.46;9.7;b;;w;u;y;t;g;;d;u
p;6.11;f;;r;f;x;c;n;6.7;11.58;;;w;;;f;f;;d;a
p;4.15;f;;e;f;x;;w;5.21;6.57;;;w;;;f;f;;d;u
e;6.52;x;y;n;f;e;c;p;4.68;9.91;;y;n;;;f;f;;d;a
p;0.86;f;;o;f;d;;o;4.7;0.99;;;o;;;f;f;w;g;a
e;5.97;x;;y;f;e;;w;5.87;11.88;b;;w;u;w;t;g;;d;u
e;6.59;s;;n;f;d;c;w;4.88;8.75;;s;w;;;f;f;;l;a
p;6.33;f;t;n;f;x;;w;13.64;8.11;r;g;n;;;f;f;;d;u
e;7.45;b;h;g;f;s;d;g;5.78;11.67;;s;g;;;f;f;;d;a
p;3.47;f;;n;f;x;c;p;7.95;4.21;;;p;;;f;f;;d;a
p;15.19;x;k;w;t;d;d;n;4.85;24.6;;;w;;;f;f;;d;a
p;6.33;s;;y;t;d;;o;5.4;12.8;;;w;;;t;f;;d;a
p;3.3;x;h;l;f;s;c;g;5.44;6.69;;y;n;;;t;e;k;d;a
e;5.81;x;y;n;f;e;c;w;4.97;9.86;;y;n;;;f;f;;d;a
p;1.19;x;s;y;f;f;f;f;3.77;5.34;;;y;;;f;f;;d;u
e;8.8;x;s;n;f;e;c;w;8.18;10.51;;i;w;;;f;f;p;d;u
p;1.55;b;h;n;f;a;;n;4.94;1.77;;t;n;;;f;f;;g;s
p;1.42;x;;n;f;;;n;4.65;2.26;;s;n;;;f;f;k;g;u
e;3.88;f;g;n;f;a;d;g;5.86;3.42;;s;g;;;f;f;;d;u
p;2.88;f;w;r;f;a;;y;4.72;5.02;;t;y;;;f;f;;g;a
e;23.46;f;y;n;f;;;w;33.03;24.73;s;;n;;;t;m;;m;u
p;5.08;x;y;y;f;a;c;y;10.59;10.04;;y;n;;;t;;;d;a
p;4.35;b;h;l;f;s;c;u;6.81;7.6;;y;n;;;t;e;u;g;a
e;9.14;x;s;n;f;e;c;p;6.3;9.88;;i;n;;;f;f;p;d;a
p;4.98;x;;e;f;;c;r;3.22;12.02;;;y;;;f;f;;d;a
e;16.11;x;s;n;f;a;d;k;7.61;22.41;;;w;;;f;f;w;d;u
e;3.07;x;d;p;f;a;c;o;4.01;5.99;;;e;;;f;f;;m;w
p;3.39;b;s;y;f;;c;y;7.63;6.93;;;y;u;w;t;z;k;d;u
e;2.9;x;h;e;f;a;c;e;5.29;7.08;;;e;;;f;f;;m;u
e;6.8;x;y;n;f;e;c;p;6.43;11.04;;y;n;;;f;f;;d;a
e;20.49;x;w;n;f;p;;w;21.75;69.63;;;n;;;f;f;;d;a
e;17.56;x;t;w;f;a;d;y;7.98;22.27;;;w;;;f;f;w;d;w
e;3.29;f;h;n;f;;c;k;5.93;6.66;;s;w;;w;f;f;k;d;a
e;22.4;x;t;n;f;p;;w;15.59;69.47;;;n;;;f;f;;d;u
e;7.38;f;;u;f;s;c;b;6.18;18.23;;;b;;;f;f;;l;w
e;5.22;x;h;n;f;a;d;y;7.25;5.34;;s;n;;;f;f;;d;a
p;4.26;x;t;n;f;s;c;n;6.17;10.64;;;w;;n;t;z;;d;a
e;17.75;x;t;n;f;p;;w;16.52;81.19;;;n;;;f;f;;d;a
p;2.74;b;g;n;f;;c;n;6.28;3.37;;;n;;;f;f;;g;u
p;3.75;x;y;o;f;a;;o;3.48;6.14;;;y;;;f;f;;h;a
p;2.52;f;y;o;f;d;;y;2.82;6.38;;;o;;;f;f;;h;a
e;5.04;x;h;n;f;x;c;n;6.7;6.54;;s;n;;;t;r;;d;a
e;19.26;f;t;n;f;a;d;k;7.06;22.88;;;w;;;f;f;w;d;w
e;1.46;x;t;y;f;a;;w;5.32;2.07;;t;y;;;f;f;;g;a
e;5.69;x;;n;f;x;c;n;7.66;9.15;b;;n;;w;t;;;g;u
p;10.65;x;e;n;f;a;;n;12.24;17.7;s;;n;;n;f;f;;d;a
p;7.84;s;t;p;t;d;c;p;7.41;12.97;;;p;;;t;f;;d;u
p;3.81;f;l;y;f;x;d;y;5.52;4.84;;;y;;;f;f;;l;a
p;3.73;b;w;r;f;a;;y;5.97;8.75;;t;y;;;f;f;;m;a
p;3.03;o;;g;f;f;f;f;4.37;18.45;;g;n;;;f;f;;d;u
p;8.42;f;y;u;f;s;c;y;7.18;17.29;;y;y;;;f;f;;d;a
e;7.68;x;s;o;f;d;d;b;7.62;13.81;;;w;;;f;f;;m;w
e;4.8;x;t;o;f;a;d;w;7.17;5.3;;k;n;;;f;f;;d;a
e;6.51;x;h;n;f;x;c;w;6.33;5.36;;s;n;;;t;r;;d;s
p;6.34;f;t;e;f;x;;w;14.79;7.73;r;g;n;;;f;f;;d;a
p;3.65;f;;n;f;x;c;p;7.61;3.44;;;n;;;f;f;;l;u
e;10.4;p;s;n;t;e;;g;8.94;15.68;s;;w;;;t;r;;m;u
e;11.74;f;s;n;f;d;d;w;10.56;17.24;;i;n;;;t;;w;d;w
p;4.83;x;t;e;f;x;;w;12.54;5.13;r;g;n;;;f;f;;d;a
e;1.58;c;g;n;f;a;;w;5.17;1.84;;;g;;;f;f;;d;a
e;4.45;f;g;g;f;a;d;g;6.19;4.42;;s;g;;;f;f;;d;u
p;11.71;x;t;n;f;a;d;w;11.67;28.3;;;w;;;f;f;;d;a
p;0.71;x;g;y;f;;;y;3.76;0.75;;;y;;;f;f;;d;a
p;9.38;s;t;p;t;d;c;p;8.21;14.55;;;p;;;t;f;;d;u
p;8.13;x;y;w;t;;;g;7.27;13.93;s;;w;;;t;l;;g;u
e;6.92;x;;p;f;x;c;w;6.64;14.42;;s;w;;;f;f;;d;a
e;4.89;f;h;o;f;a;d;y;7.6;5.82;;k;o;;;f;f;;d;w
p;8.58;x;s;n;t;s;d;r;6.06;15.85;r;y;n;;;f;f;;d;a
e;12.07;f;;w;f;d;c;w;2.72;17.14;;;w;;;f;f;;d;w
e;6.82;s;l;w;f;d;;p;3.4;8.48;;;w;;;f;f;;d;a
p;7.87;f;y;e;f;s;c;y;8.22;20.09;;y;u;;;f;f;;d;a
p;9.52;o;;e;f;f;f;f;3.99;25.87;;g;n;;;f;f;;d;s
p;7.88;o;t;o;f;;c;o;1.41;14.81;;;y;;;f;f;;d;a
p;11.65;x;e;y;t;p;;e;7.53;26.56;;;e;;;f;f;;d;u
p;4.39;x;s;y;f;a;c;y;5.71;6.58;;g;o;;;f;f;;g;u
e;12.3;f;;w;f;d;c;y;2.42;16.84;;;w;;;f;f;;d;a
p;3.78;f;d;b;f;x;c;y;4.48;3.06;b;s;n;;;f;f;;d;a
p;3.52;f;y;p;f;e;c;n;4.63;3.63;;k;w;;;t;e;;m;a
p;8.59;x;e;y;f;a;;o;12.82;22.14;r;;o;;;t;r;n;d;a
p;0.75;x;g;e;f;a;;p;3.77;1.05;;h;k;;;f;f;;d;w
p;7.68;s;d;e;t;d;c;w;6.79;9.26;;;e;;;f;f;;d;a
p;2.85;c;;u;f;a;c;w;3.29;3.57;;i;u;;;f;f;;p;a
p;7.27;f;h;e;f;x;d;w;6.41;16.85;b;;w;;;f;f;;d;u
p;3.09;x;k;w;f;s;;p;3.73;2.54;;;n;;;f;f;p;g;a
p;5.29;s;k;n;f;p;;n;3.01;5.52;;k;n;;;t;f;;d;u
p;2.67;b;;k;f;a;;k;7.17;2.28;;;n;;w;f;f;k;g;u
p;5.56;b;s;n;f;;;w;9.35;11.39;;s;w;;;t;z;;d;u
e;5.13;o;l;n;f;f;f;f;5.7;24.76;;;n;;;f;f;g;d;u
e;8.76;f;i;n;f;e;c;n;4.67;12.65;;;w;;;t;r;;w;u
e;1.46;c;g;n;f;a;;g;4.89;1.45;;;g;;;f;f;;d;u
p;4.0;f;t;n;f;x;c;p;6.41;5.34;;i;g;;;f;f;;m;u
e;8.55;x;s;n;t;p;;n;7.49;16.49;;;n;;w;t;p;;d;a
e;9.45;x;y;y;f;;;w;5.39;23.4;b;;n;;w;t;e;;d;w
p;16.12;f;k;n;f;d;c;y;5.9;41.59;;k;k;;;f;f;;d;a
e;1.5;f;w;g;f;;d;g;5.02;2.49;;;w;;;f;f;;g;w
e;3.63;f;h;n;f;;c;k;6.09;6.02;;s;w;;w;f;f;k;d;a
p;12.26;x;k;n;t;p;;y;8.03;27.66;c;;y;;;f;f;;d;a
p;6.11;f;;y;f;s;d;y;5.67;13.55;;i;y;;;f;f;;d;a
e;12.63;s;;w;t;d;c;w;6.32;26.79;;;w;;;f;f;;d;u
e;9.21;f;e;b;f;;c;b;4.74;18.01;;;w;;;t;f;;d;a
p;7.23;x;h;r;f;;c;w;10.87;14.72;;;w;u;w;t;p;;d;u
e;4.18;f;g;n;f;a;d;g;6.04;4.18;;s;g;;;f;f;;d;w
e;10.41;f;y;n;f;;;w;6.8;24.61;b;;n;;w;t;e;;d;w
p;13.78;x;s;y;f;s;;p;8.76;18.77;;i;n;;;f;f;;d;u
e;3.91;x;t;n;f;a;d;w;5.79;4.44;;s;n;;;f;f;;d;a
p;2.8;s;w;u;f;a;c;g;4.85;5.69;;s;u;;;f;f;;d;a
p;8.53;p;;n;f;p;;w;10.47;30.47;c;;n;;;f;f;p;d;u
e;6.01;x;t;g;f;a;d;n;6.03;5.54;;t;w;;;t;l;;d;u
e;4.95;x;t;o;f;p;;n;6.37;11.93;;;e;;;f;f;;d;a
p;3.62;f;d;b;f;x;c;w;5.22;3.34;b;i;n;;;f;f;;l;a
p;6.03;x;;n;f;d;c;w;5.65;9.42;b;;n;;;f;f;;d;a
p;4.43;x;h;n;f;a;c;n;4.61;5.5;;y;o;;;t;z;;d;w
e;10.48;f;s;u;f;x;;n;7.59;24.56;;;w;;;f;f;;d;u
p;2.37;x;g;n;f;a;;p;5.76;2.15;;;n;;;f;f;;d;u
p;9.8;x;e;y;t;p;;o;6.98;26.62;;;e;;;f;f;;d;a
